Trial Number,Trial Phase,Time,Position X,Position Y,Position Z
1,1,6.220089,1.85492,1.199423,-0.7408674
1,1,6.220089,1.85492,1.199423,-0.7408674
1,1,6.321536,1.854294,1.194556,-0.7385337
1,1,6.426061,1.859992,1.187263,-0.733234
1,1,6.526361,1.864259,1.186048,-0.7314525
1,1,6.627295,1.870735,1.184834,-0.7290669
1,1,6.728014,1.793891,1.080554,-0.6973794
1,1,6.829344,1.423589,0.2132971,-0.6576145
1,1,6.930442,0.8813935,-0.5019477,-0.9301348
1,1,7.031451,0.6031401,-0.5512033,-1.077128
1,1,7.132936,0.5690127,-0.6015413,-1.036606
1,1,7.233179,0.6224163,-0.6509939,-0.844023
1,1,7.333339,0.6603563,-0.7017131,-0.5069029
1,1,7.433639,0.7940633,-0.751599,-0.1307676
1,1,7.535504,0.9252629,-0.7978222,0.07802939
1,1,7.637139,0.9314615,-0.8132455,0.07375041
1,1,7.737961,0.8317243,-0.8253628,-0.1090338
1,1,7.838718,0.6698458,-0.8347766,-0.3620197
1,1,7.939551,0.7334129,-0.8404827,-0.4186487
1,1,8.041078,1.184258,-1.050486,-0.2397774
1,1,8.147369,1.229979,-1.037271,-0.1814903
1,1,8.248438,1.176942,-1.077332,-0.1935796
1,1,8.34862,1.089084,-1.12494,0.01656973
1,1,8.448765,1.137408,-1.174311,0.3104072
1,1,8.550385,1.665197,-1.311237,0.4978228
1,1,8.651647,1.872105,-1.361542,0.3632358
1,1,8.75231,1.862749,-1.411837,-0.01040632
1,1,8.852668,1.879303,-1.461842,-0.3173693
1,1,8.953126,1.882539,-1.511721,-0.5700458
1,1,9.054237,1.662876,-1.56179,-0.731525
1,1,9.155535,1.316729,-1.611271,-0.7813376
1,1,9.256974,1.432186,-1.661958,-0.2498681
1,1,9.358557,1.417468,-1.711937,0.1029291
1,1,9.459554,1.238774,-1.761562,0.3044098
1,1,9.560705,0.6776004,-1.814855,0.1659243
1,1,9.666334,0.3595107,-1.808089,-0.07359719
1,1,9.767012,0.2506169,-1.921435,-0.3260423
1,1,9.867169,0.2289125,-1.971648,-0.4827291
1,1,9.967443,0.5726949,-2.02194,-0.5624016
1,1,10.06894,0.7613372,-2.071842,-0.674609
1,1,10.17039,0.3380997,-2.121481,-0.7534261
1,1,10.27205,-0.06756389,-2.150405,-0.7124971
1,1,10.37332,-0.3639652,-2.208212,-0.6024485
1,1,10.47381,-0.4704706,-2.271614,-0.315506
1,1,10.57567,0.04234925,-2.262632,-0.4385595
1,1,10.6773,0.3547576,-1.421382,-0.3267774
1,1,10.77861,0.4449193,-1.003886,-0.3465063
1,1,10.87998,0.3531287,-0.9901741,-0.2905362
1,1,10.98068,0.3329852,-1.183268,-0.4128403
1,1,11.08084,0.3387973,-1.18159,-0.4438246
1,1,11.18162,0.3209372,-1.173803,-0.5077136
1,1,11.28545,0.4121596,-1.135491,-0.6031514
1,1,11.38727,0.7013518,-1.117286,-0.673323
1,1,11.48838,0.8040478,-1.106234,-0.7557552
1,1,11.59055,0.7989258,-1.084555,-0.7466817
1,1,11.69058,0.7934595,-1.084222,-0.7015279
1,1,11.7909,0.7945378,-1.081053,-0.6858099
1,1,11.89206,0.7832011,-1.06947,-0.5885971
1,1,11.99252,0.7609761,-1.064779,-0.3639128
1,1,12.09341,0.7539653,-1.055937,-0.06885535
1,1,12.19446,0.7507572,-1.045409,0.1779784
1,1,12.29628,0.7834116,-1.027232,0.2723708
1,1,12.39689,0.8268709,-1.021096,0.1558626
1,1,12.49779,0.8705857,-1.012145,-0.1438462
1,1,12.5987,0.9195666,-1.002997,-0.3715436
1,1,12.70025,0.9257847,-1.187488,-0.5389462
1,1,12.80094,0.8972315,-1.180582,-0.6024585
1,1,12.90145,0.8143567,-1.175525,-0.5162958
1,1,13.00626,0.7370242,-1.127418,-0.3146669
1,1,13.10739,0.7507004,-1.116093,-0.05072075
1,1,13.20817,0.7582648,-1.108318,0.1765594
1,1,13.30831,0.7666457,-1.106941,0.2331764
1,1,13.40904,0.7751569,-1.099575,0.150848
1,1,13.51049,0.809341,-1.085161,-0.1241863
1,1,13.61238,0.83055,-1.066171,-0.3776759
1,1,13.71333,0.8361304,-1.056754,-0.469704
1,1,13.81417,0.826758,-1.04829,-0.3821469
1,1,13.91615,0.7823415,-1.028508,-0.210045
1,1,14.01776,0.7943226,-1.012435,-0.1094875
1,1,14.1184,0.7978008,-1.006062,-0.128073
1,1,14.21985,0.8098197,-0.9915153,-0.1536733
1,1,14.32121,0.8127074,-1.1779,-0.164421
1,1,14.42604,0.8127073,-1.129589,-0.164421
1,1,14.52712,0.8127074,-1.118801,-0.164421
1,1,14.62923,0.8126109,-1.097735,-0.1632662
1,1,0.3533334,1.207319,-0.3962928,-0.4258868
1,1,0.4738503,1.137793,-0.8282128,-0.432089
1,1,0.5742021,1.018583,-0.8646773,-0.4286184
1,1,0.6748574,0.9781005,-0.8633499,-0.4144625
1,1,0.7755938,0.9288669,-0.8649147,-0.3799599
1,1,0.8759574,0.8099788,-0.8622265,-0.3800212
1,1,0.9778174,0.8099798,-0.8485015,-0.3710636
1,1,1.07842,0.7958325,-0.8421883,-0.3941949
1,1,1.178623,0.8099754,-0.8425547,-0.3800259
1,1,1.279202,0.8603157,-0.8346912,-0.410952
1,1,1.379212,0.9391551,-0.8229534,-0.5118046
1,1,1.47993,1.079774,-0.8211522,-0.4959663
1,1,1.57993,1.288629,-0.8246078,-0.4618885
1,1,1.680121,1.650024,-0.9790812,-0.6733723
1,1,1.781917,1.650023,-0.9658278,-0.7183469
1,1,1.886571,1.691016,-0.9163706,-0.7381344
1,1,1.98788,1.759444,-0.8843549,-0.7541793
1,1,2.087999,2.137262,-0.9099809,-0.5577821
1,1,2.189096,2.603523,-0.9099809,-0.05084589
1,1,2.290263,2.531524,-0.9099763,0.2459528
1,1,2.390284,1.988517,-0.9099786,0.1341525
1,1,2.490983,1.306185,-0.8989372,-0.2052444
1,1,2.591724,0.803357,-0.8876523,-0.4018741
1,1,2.692557,0.7838929,-0.8808211,-0.4061273
1,1,2.793621,0.7711814,-0.8706313,-0.3709312
1,1,2.894641,0.5300007,-0.8719449,-0.3259632
1,1,2.995403,0.0120624,-0.8394448,-0.4343017
1,1,3.096879,-0.3434581,-0.8326851,-0.4325057
1,1,3.198213,-0.5541213,-0.826576,-0.376211
1,1,3.29891,-0.5987562,-0.8233848,-0.2589769
1,1,3.400755,-0.3294534,-0.9065172,-0.2410125
1,1,3.501352,0.07421243,-0.9037866,-0.415926
1,1,3.605874,0.490586,-0.9366286,-0.6475518
1,1,3.70749,0.587569,-0.9045435,-0.9007981
1,1,3.808802,0.5062543,-0.9150262,-0.9240771
1,1,3.90945,0.3472847,-0.9102475,-0.6102501
1,1,4.009844,0.2500456,-0.9073514,-0.2206744
1,1,4.113839,0.2500412,-0.877867,0.1794627
1,1,4.215178,0.2500357,-0.8679873,0.4599833
1,1,4.316343,0.2152241,-0.8522978,0.5008792
1,1,4.417397,0.1794657,-0.8408744,0.5305476
1,1,4.518069,0.1918251,-0.8347465,0.5458083
1,1,4.618892,0.2170841,-0.823468,0.6759838
1,1,4.719893,0.5025551,-0.818884,1.076755
1,1,4.820498,0.6762558,-0.9076977,1.450625
1,1,4.92131,0.7821662,-0.9039757,1.585273
1,1,5.027151,1.17678,-0.8772299,1.588227
1,1,5.128628,1.649965,-0.9163218,1.545065
1,1,5.228898,1.53647,-0.9143279,1.300039
1,1,5.32983,1.369973,-0.8943657,1.256917
1,1,5.430792,1.36997,-0.8889885,1.260062
1,1,5.531925,1.413961,-0.8641394,1.193546
1,1,5.632354,1.499588,-0.8534086,0.7141945
1,1,5.733735,1.534077,-0.8470827,0.3209857
1,1,5.834341,1.432757,-0.8608452,-0.0375652
1,1,5.935428,1.361647,-0.8661292,-0.1201808
1,1,6.035844,1.386127,-0.8630617,-0.1807355
1,1,6.135929,1.367375,-0.8624377,-0.3800241
1,1,6.23641,1.37004,-0.8588952,-0.5781456
1,1,6.338537,1.293329,-0.8431932,-0.7837577
1,1,6.438939,1.173573,-0.840227,-0.9400218
1,1,6.540267,1.122698,-0.9779991,-0.9400336
1,1,6.641363,0.8415266,-0.969921,-0.805697
1,1,6.746329,0.8099701,-0.9221134,-0.630122
1,1,6.846722,0.7873511,-0.9220936,-0.3382542
1,1,6.946818,0.8099744,-0.929662,-0.08997977
1,1,7.048039,0.8099787,-0.9206536,0.06147638
1,1,7.148182,0.7746122,-0.9076924,0.08575261
1,1,7.249768,0.7343091,-0.8848349,0.08898461
1,1,7.350893,0.4155712,-0.8995957,0.1324926
1,1,7.451828,0.2126626,-0.8828539,0.1463153
1,1,7.55372,0.2201201,-0.8719928,0.147253
1,1,7.654993,0.24997,-0.8693445,0.01787436
1,1,7.755152,0.2499676,-0.8681704,-0.2821077
1,1,7.85601,0.249972,-0.8618364,-0.6362067
1,1,7.956945,0.2499801,-0.854935,-0.8190737
1,1,8.05798,0.2275253,-0.8441449,-0.8191991
1,1,8.158562,0.1772789,-0.8336446,-0.8132635
1,1,8.260222,0.008566856,-0.9089572,-0.826006
1,1,8.361289,-0.4267628,-0.9040745,-0.8999189
1,1,8.461299,-0.7278905,-0.9040291,-0.841427
1,1,8.565364,-0.9554658,-0.8854153,-0.763588
1,1,8.665768,-1.039865,-0.8835634,-0.6289471
1,1,8.767076,-1.06021,-0.8775765,-0.4477653
1,1,8.868474,-1.014197,-0.8711714,-0.2654898
1,1,8.968861,-0.9426372,-0.8694,-0.08401126
1,1,9.070723,-0.871986,-0.8608775,0.1491895
1,1,9.170866,-0.8752929,-0.8602211,0.3911855
1,1,9.272531,-0.9746497,-0.8525966,0.641076
1,1,9.374069,-1.025287,-0.8455509,0.9127179
1,1,9.475065,-0.9967103,-0.8409904,1.147189
1,1,9.575549,-0.8914917,-0.8387743,1.18461
1,1,9.677117,-0.7533783,-0.8315939,1.132273
1,1,9.778828,-0.4814944,-0.8237643,1.059152
1,1,9.878923,-0.195812,-0.8233243,1.008088
1,2,19.98626,0.5018638,0.5873328,-0.9019752
1,2,20.08793,0.593231,0.2768168,-0.9192646
1,2,20.18809,0.624953,0.1028846,-0.9096199
1,2,20.28881,0.6342073,0.00645736,-0.9120415
1,2,20.38959,0.6299994,-0.3484212,-0.8639911
1,2,20.49002,0.6795341,-0.8465239,-0.7697397
1,2,20.59025,0.9073545,-0.8450443,-0.7630921
1,2,20.69041,1.199482,-0.8440309,-0.7231146
1,2,20.79069,1.389736,-0.8422705,-0.6472376
1,2,20.89084,1.708732,-0.8413372,-0.5272114
1,2,20.99262,1.86967,-0.8647327,-0.4085693
